철원군,52072.0,50532.0,50212.0,49650.0,48024.0,47420.0,47669.0,48928.0,48084.0,47968.0,47473.0,47590.0,48799.0,48013.0,47185.0,46413,45584,44699,43489,48679.0
화천군,24965.0,24088.0,24540.0,24267.0,23317.0,22944.0,24216.0,24364.0,24945.0,25020.0,25079.0,27143.0,27020.0,26264.0,26022.0,25084,24917,24857,24247,23787.0
양구군,23198.0,22527.0,21995.0,21692.0,21269.0,21401.0,21323.0,21843.0,22285.0,22799.0,23594.0,23888.0,24089.0,24010.0,23835.0,23408,22764,22278,21925,21615.0
인제군,33092.0,32447.0,32092.0,32443.0,32493.0,32079.0,31452.0,31842.0,31970.0,32456.0,32517.0,32475.0,33255.0,32720.0,32582.0,32136,31672,31694,32090,32098.0
고성군,34643.0,33721.0,32739.0,32361.0,31285.0,30383.0,30272.0,30112.0,30057.0,30124.0,30398.0,30269.0,30060.0,30114.0,30029.0,28144,27260,26757,27014,31553.0
양양군,30180.0,30076.0,29480.0,29187.0,28661.0,28472.0,27957.0,27929.0,27942.0,27802.0,27659.0,27521.0,27479.0,27218.0,27207.0,27347,27726,27946,28026,28838.0
청주시,592504.0,603941.0,615155.0,624288.0,626679.0,633286.0,643161.0,655971.0,661946.0,666852.0,672904.0,831521.0,831912.0,835197.0,835590.0,837749,839566,844993,848878,622005.0
서원구,,,,,,,,,,,,224727.0,220045.0,217120.0,216782.0,209404,203209,194720,192953,0.0
청원구,,,,,,,,,,,,174975.0,182017.0,190813.0,193767.0,197225,195868,194373,194342,0.0
상당구,235272.0,240972.0,249306.0,255214.0,256339.0,250558.0,243777.0,241589.0,241621.0,240433.0,246128.0,179792.0,176424.0,173701.0,171129.0,176818,178352,190034,193772,248292.0
흥덕구,357232.0,362969.0,365849.0,369074.0,370340.0,382728.0,399384.0,414382.0,420325.0,426419.0,426776.0,252027.0,253426.0,253563.0,253912.0,254302,262137,265866,267811,372650.0
충주시,215249.0,211980.0,209138.0,207534.0,204610.0,205064.0,206613.0,208481.0,208433.0,208447.0,208115.0,208527.0,207913.0,208350.0,208316.0,210504,210737,210186,209499,207010.0
제천시,144968.0,143231.0,140676.0,138872.0,136398.0,136218.0,135580.0,137264.0,137689.0,137521.0,137204.0,136805.0,136138.0,136517.0,136432.0,135386,134617,133018,131902,137971.0
보은군,42082.0,40420.0,38973.0,38062.0,36293.0,35354.0,34845.0,34956.0,34717.0,34438.0,34318.0,34240.0,34296.0,34221.0,34053.0,33680,32949,32412,31863,36942.0
옥천군,59515.0,58461.0,57505.0,56634.0,54923.0,54608.0,54117.0,54025.0,53496.0,53244.0,52763.0,52469.0,52404.0,52267.0,51766.0,51465,51023,50527,50194,55735.0
영동군,57184.0,55752.0,54036.0,52597.0,50819.0,50131.0,50426.0,50523.0,50621.0,50663.0,50539.0,50803.0,50693.0,50552.0,50240.0,49715,48738,47475,45938,51901.0
증평군,,,31310.0,30899.0,30483.0,31145.0,33164.0,33533.0,34009.0,34279.0,34546.0,34771.0,36671.0,37308.0,37783.0,37317,37392,36807,36371,23928.0
진천군,60309.0,59699.0,59724.0,60347.0,60111.0,60154.0,61456.0,62094.0,63051.0,63458.0,64606.0,65174.0,67981.0,69950.0,73677.0,78218,81084,83718,85051,60135.0
괴산군,43126.0,41827.0,40411.0,39586.0,37570.0,36873.0,36775.0,36827.0,37333.0,37713.0,38059.0,38351.0,38787.0,38973.0,39054.0,39133,39163,39393,36843,38477.0
음성군,87289.0,86562.0,85771.0,85638.0,86789.0,88355.0,89716.0,91093.0,91644.0,92980.0,93505.0,95324.0,96396.0,97787.0,97306.0,95830,94982,93153,92004,86858.0
단양군,38721.0,37320.0,35701.0,34743.0,33346.0,32399.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255,29756,29155,28405,33862.0
당진시,,,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770,167042,166249,166802,0.0
천안시,432534.0,441243.0,456501.0,503082.0,523323.0,531956.0,540832.0,557673.0,571377.0,581988.0,591089.0,598346.0,605776.0,617955.0,631531.0,646075,652258,658808,658107,492278.0
동남구,,,,,,,237854.0,247323.0,252942.0,257908.0,260575.0,261768.0,261474.0,258919.0,255878.0,257978,259411,258009,255504,22665.0
서북구,,,,,,,302978.0,310350.0,318435.0,324080.0,330514.0,336578.0,344302.0,359036.0,375653.0,388097,392847,400799,402603,28720.0
공주시,133978.0,132584.0,130957.0,130280.0,128330.0,126612.0,124172.0,124930.0,124748.0,117298.0,116369.0,113621.0,111261.0,109931.0,108432.0,107581,106474,104545,103321,128284.0
보령시,116306.0,113365.0,110380.0,108861.0,107591.0,107637.0,106754.0,107346.0,106421.0,105559.0,104938.0,104321.0,104754.0,103873.0,103198.0,101990,101114,100229,98535,108670.0
아산시,186469.0,191123.0,193122.0,200938.0,211560.0,221490.0,256449.0,265191.0,274523.0,280490.0,287073.0,293954.0,297737.0,302929.0,311453.0,312822,314395,316129,323789,208150.0
서산시,150116.0,148150.0,151818.0,150131.0,150889.0,153569.0,158886.0,160468.0,161489.0,163315.0,165837.0,167611.0,170099.0,170788.0,171678.0,174162,174690,175591,176595,151589.0
